sample_index,position,answer,url
1,13,linksys,https://www.tripadvisor.com/ShowTopic-g188590-i60-k13988570-Early_Planning_for_Tulip_Festival_2023-Amsterdam_North_Holland_Province.html
1,14,linksys,https://www.tripadvisor.com/ShowTopic-g188590-i60-k9005359-o20-Swingers_Clubs_Amsterdam-Amsterdam_North_Holland_Province.html
2,0,netgear,https://www.netgear.com/business/wired/switches/unmanaged/jfs516/
2,1,netgear,https://www.netgear.com/support/product/jfs516
2,2,netgear,https://www.amazon.com/NETGEAR-JFS516-16-port-Ethernet-Switch/dp/B00006B9H5
2,3,netgear,https://www.amazon.com/NETGEAR-Ethernet-Unmanaged-Protection-JGS516NA/dp/B0002CWPOK
2,4,netgear,https://www.microcenter.com/product/621103/netgear-prosafe-jgs516-16-port-gigabit-ethernet-switch
2,5,netgear,https://community.netgear.com/t5/Unmanaged-Switches-Forum/Prosafe-Switch-JFS516/td-p/2089479
2,6,netgear,https://www.netguardstore.com/JGS516.asp
2,7,netgear,https://www.downloads.netgear.com/files/GDC/datasheet/en/JFS516.pdf
2,8,netgear,https://www.bestbuy.com/site/searchpage.jsp?id=pcat17071&st=Netgear+JGS516+ProSafe+16-Port+Gigabit+Ethernet+Switch
2,9,netgear,https://www.broadbandbuyer.com/products/8202-netgear-jgs516-200eus/
2,10,netgear,https://www.linkedin.com/jobs/software-engineer-jobs-amsterdam
2,11,netgear,https://www.tripadvisor.com/ShowTopic-g188590-i60-k13878323-What_is_the_International_Transit_Zone_in_Schipol_Airport-Amsterdam_North_Holland_Province.html
2,12,netgear,https://www.linkedin.com/jobs/cyber-security-jobs-amsterdam?op=%2Fjobs%2Fcyber-security-jobs&src_gapi=1848
3,0,lacie,https://www.lacie.com/lacie-content/datasheet/floppy_en.pdf
3,1,lacie,https://www.solvusoft.com/en/update/drivers/floppy-disk-drive/lacie/models/
3,2,lacie,https://www.ebay.com/itm/185854301310
3,3,sabrent,https://www.ebay.com/itm/175202324486
3,4,lacie,https://www.lacie.com/files/lacie-content/datasheet/floppy_fr.pdf?pdhname=FLOPPYDISK
3,5,lacie,https://www.cambridge.org/core/journals/canadian-mathematical-bulletin/article/creep-problems-in-structural-members-by-yu-n-rabotnov-xiv82-pages-translation-from-the-original-russian-northholland-amsterdam-series-in-applied-mathematics-and-mechanics-1969-us-3360/A4ABC019771B7484CB983C37D11DE3C9
3,6,lacie,http://www.exchangerate.com/currency-exchange-rate-cities/amsterdam.html
3,7,lacie,https://www.skylinewebcams.com/en/webcam/netherlands/north-holland/amsterdam/amsterdam-dam-square.html
3,8,lacie,https://www.accuweather.com/en/nl/amsterdam/249758/may-weather/249758
4,0,canon,https://www.amazon.com/7737A001-Canon-Usa-36ip-Cartridge/dp/B01GQKG1Y6
4,1,canon,https://www.amazon.com/CNM7737A001-Canon-7737A001-Cartridge-Glossy/dp/B0044A2SDY
4,2,canon,https://www.officedepot.com/a/products/951976/Canon-KP-36IP-Photo-Paper-Tricolor/
4,3,canon,https://www.ldproducts.com/oem-canon-7737a001-color-ink-cartridge
4,4,canon,https://www.govgroup.com/canon-inc-7737a001-print-cartridge-paper-kit-2477720-prd1.htm
4,5,canon,https://store.canon.co.uk/canon-kp-36ip-colour-ink-100-x-148-mm-paper-set-36-sheets/7737A001/
4,6,canon,https://www.officesupply.com/technology/printers-multifunction-printing-supplies/inkjet-printer-supplies/cartridges-printheads/canon-36ip-color-cartridge-photo-paper-7737a001/p788760.html
4,7,canon,https://www.colamco.com/product/canon-kp-36ip-print-cartridge-paper-kit-7737a001-379506
4,8,canon,https://www.powersourceonline.com/buy-equipment/canon_parts-7737A001-cy-en.jsa
4,9,canon,https://www.4inkjets.com/oem-canon-7737a001-color-ink-cartridge
4,10,canon,https://store.canon.dk/canon-kp-36ip-colour-ink-100-x-148-mm-paper-set-36-sheets/7737A001/
4,11,canon,https://www.tripadvisor.com/ShowTopic-g188590-i60-k9827803-Printing_out_a_document-Amsterdam_North_Holland_Province.html
4,12,canon,https://www.taxifarefinder.com/main.php?city=Amsterdam-Netherlands&from=Van+Gogh+Museum%2C+Museumplein+6%2C+Amsterdam%2C+North+Holland+1071+CX%2C+Netherlands
4,13,canon,https://www.cntraveler.com/destinations/amsterdam
4,14,canon,https://www.accuweather.com/en/nl/amsterdam/249758/april-weather/249758
5,0,linksys,https://www.amazon.com/Cisco-Linksys-EF4116-EtherFast-16-Port-Ethernet/dp/B000075BAY
5,1,linksys,https://downloads.linksys.com/downloads/datasheet/1224638530696/EF4116_V10_DS_A-WEB.pdf
5,2,cisco-linksys,https://www.amazon.com/Cisco-Linksys-EF4116-EtherFast-16-Port-Ethernet/product-reviews/B000075BAY
5,3,linksys,https://www.manualslib.com/manual/292065/Linksys-Ef4116.html
5,4,linksys,https://downloads.linksys.com/downloads/userguide/ef4116_ug_0.pdf
5,5,linksys,https://www.ebay.com/itm/255542996041
5,6,linksys,https://www.manualslib.com/manual/358144/Linksys-Ef4124.html
5,7,linksys,https://zdtronic.zipcon.net/NETWORKING/LINKSYS-NETWORKING/LINKSYS-EF4116-ETHERFAST-16-PORT-10-100-ETHERNET-SWITCH.html
5,8,linksys,https://www.linksys.com/for-home/products/network-switches/
5,9,linksys,https://www.ebay.com/itm/125418428256
5,10,linksys,https://www.youtube.com/watch?v=-5c5dSSePJs
5,11,linksys,https://www.tripadvisor.com/ShowTopic-g188590-i60-k11852584-Best_adult_clubs_where_entry_is_restricted_for_naked_ppl-Amsterdam_North_Holland_Province.html
5,12,linksys,https://www.tripadvisor.com/RestaurantsNear-g227924-d747291-Lan_Tin-Naarden_North_Holland_Province.html
5,13,linksys,https://www.linkedin.com/jobs/microsoft-azure-jobs-amsterdam?src_gapi=4833
5,14,linksys,https://www.accuweather.com/en/nl/amsterdam/249758/may-weather/249758
6,0,linksys,https://downloads.linksys.com/downloads/datasheet/ef4124_ds_1.pdf
6,1,linksys,https://www.amazon.com/EF4124-EtherFast-24-Port-Ethernet-Switch/dp/B000075BAZ
6,2,linksys,https://www.manualslib.com/manual/358144/Linksys-Ef4124.html
6,3,linksys,"https://downloads.linksys.com/downloads/userguide/ef4124_ug,0.pdf"
6,4,linksys,https://www.amazon.com/Linksys-EtherFast-4124-Switch-desktop/dp/B00011P9JA
6,5,linksys,https://www.hardwarejet.com/linksys-ef4124.html
6,6,linksys,https://harddiskdirect.com/ef4124-linksys-etherfast-ethernet-switch-24-x-10-100base-tx-ethernet-switcha.html
6,7,linksys,https://harddiskdirect.com/ef4124-cu-linksys-etherfast-ef4124-ethernet-switch-24-x-10-100base-tx-ethernet-switcha.html
6,8,linksys,https://www.powersourceonline.com/buy-equipment/linksys_parts-EF4124-cy-en.jsa
6,9,linksys linksys linksys linksys linksys,https://www.newtownspares.com/ef4124-cu/
6,10,linksys,https://www.allstarshop.com/shop/Linksys-EF4124_91_13048.html
6,11,linksys,https://www.tigerdirect.com/applications/SearchTools/item-details.asp?EdpNo=628101
6,12,linksys,https://www.ebay.com/itm/184417336783
6,13,linksys,https://www.ebay.com/itm/272818013313
6,14,linksys,https://www.webcamtaxi.com/en/amsterdam-live-webcams.html
6,15,linksys,https://www.tripadvisor.com/RestaurantsNear-g227924-d747291-Lan_Tin-Naarden_North_Holland_Province.html
6,16,linksys,https://www.linkedin.com/jobs/embedded-system-jobs-holland-ma
6,17,linksys,https://www.linkedin.com/jobs/logistics-specialist-jobs-amsterdam
7,0,belkin,https://www.belkin.com/coax-high-resolution-monitor-vga-cable-hd15-mm-1080p/P-F3H982.html
7,1,belkin,https://www.amazon.com/Belkin-F3H982-25-High-Integrity-Monitor-Replacement/dp/B00BBHQF28
7,2,belkin,https://www.amazon.com/Belkin-F3H982-10-HDdb15M-Monitor-Replacement/dp/B00004Z6Z4
7,3,belkin international,https://www.govgroup.com/belkin_monitor_cable_f3h982_25-1245564-prd1.htm
7,4,belkin,https://www.cdw.com/product/belkin-10ft-coax-high-resolution-monitor-vga-cable-hd15-m-m-1080p-vga-c/116251
7,5,belkin,https://www.technologygalaxy.com/Belkin_25_ft_PRO_Series_VGASVGA_Monitor_Replace_Cable_F3H982-25/p/301333
7,6,belkin,https://kpaulindustrial.com/belkin-pro-series-high-integrity-vga-svga-monitor-replacement-cable-hd-15-male-hd-15-male-25ft-black.html
7,7,belkin,https://www.walmart.com/ip/Belkin-VGA-cable-25-ft-B2B/13077383
7,8,belkin,https://shop2.scw.com/catalog/product/view/id/2553
7,9,belkin,https://www.ebay.com/itm/255054720760
7,10,belkin,https://www.tigerdirect.com/applications/SearchTools/item-details.asp?EdpNo=2096424
7,11,belkin,https://www.tigerdirect.com/applications/searchtools/item-details.asp?EdpNo=3216241
7,12,belkin,https://www.directdial.com/us/item/belkin-svga-high-intensity-monitor-cables/f3h982-10
7,13,belkin,https://www.directdial.com/us/item/belkin-svga-high-intensity-monitor-cables/f3h982-06
7,14,belkin,https://www.tanga.com/deals/d931eacbda7c/belkin-components-f3h982-25-display-cable-15-pin-hd-d-sub-hd-15-male
7,15,belkin,https://www.webcamtaxi.com/en/amsterdam-live-webcams.html
7,16,belkin,https://www.tripadvisor.com/ShowTopic-g188590-i60-k6083762-Estandby_Upgrade_Hilton_any_luck-Amsterdam_North_Holland_Province.html
7,17,belkin,https://www.tripadvisor.com/Restaurant_Review-g188590-d13506308-Reviews-Restaurant_Black-Amsterdam_North_Holland_Province.html
7,18,belkin,https://www.linkedin.com/jobs/credit-controller-jobs-amsterdam-netherlands
8,0,belkin,https://www.belkin.com/support-article/?articleNum=80231
8,1,belkin,https://www.amazon.com/Belkin-AC-Anywhere-Power-Inverter/product-reviews/B000HEYTR4
8,2,belkin,https://www.walmart.com/ip/Belkin-AC-Anywhere-300W-Power-Inverter/2470844
8,3,belkin,https://www.ebay.com/p/1640725941
8,4,belkin,https://www.walmart.com/ip/Belkin-AC-Anywhere-300W-Power-Inverter/38297148
8,5,belkin,http://cache-www.belkin.com/support/dl/p73751_acanywhere_man_uk.pdf
8,6,belkin international inc,https://www.ebay.com/p/710164431
8,7,belkin,https://www.inverter.com/12v-300w-inverter
8,8,belkin,https://www.amazon.com/F5C400140W-Belkin-Anywhere-Inverter-Continuous/dp/B01N6BQUZ2
8,9,belkin,https://www.allstarshop.com/shop/Belkin-F5C400-300W_204_18239.html
8,10,belkin,https://www.hardwarejet.com/belkin-f5c400-300w.html
8,11,belkin,https://www.newegg.ca/belkin-ac-anywhere-f5c400-300w-110v-ac/p/N82E16812107178
8,12,belkin,https://www.newegg.com/global/sg-en/belkin-ac-anywhere-f5c400-300w-110v-ac/p/N82E16812107178
8,13,belkin,https://www.officedepot.com/a/products/183915/Belkin-AC-Anywhere-300W-Power-Inverter/
8,14,belkin,https://dutchreview.com/traveling/netherlands-surfing/
8,15,belkin,https://www.allstarshop.com/shop/Belkin-F5C400-300W_357_18239.html
8,16,belkin,https://www.sciencedirect.com/book/9780720403251/wave-propagation-in-elastic-solids
8,17,belkin,https://researchrepository.wvu.edu/cgi/viewcontent.cgi?article=1009&context=rri-web-book
8,18,belkin,https://en.wikipedia.org/wiki/List_of_radio_stations_in_the_Netherlands
9,0,linksys,https://www.linksys.com/support-article?articleNum=133045
9,1,linksys,https://www.manualslib.com/manual/1312992/Linksys-Wre54g.html
9,2,linksys,https://www.smallnetbuilder.com/wireless/wireless-reviews/linksyswre54gwirelesswre54g/
9,3,linksys,https://www.amazon.com/Linksys-WRE54G-802-11G-Range-Extender/dp/B000KM33MA
9,4,linksys,"https://downloads.linksys.com/downloads/userguide/WRE54G_V2%20user%20guide%20Rev%20NC%20web,0.pdf"
9,5,linksys,https://www.amazon.com/Cisco-Linksys-Wireless-G-Range-Expander-WRE54G/product-reviews/B00021XIJW
9,6,linksys,https://www.smallnetbuilder.com/wireless/wireless-howto/howtowre54gsetup/
9,7,linksys,"https://downloads.linksys.com/downloads/userguide/WRE54G-EU_ug,0.pdf"
9,8,linksys,https://www.walmart.com/ip/Linksys-WRE54G-Wireless-G-Range-Expander/3910277
9,9,linksys,https://www.speedguide.net/routers/linksys-wre54g-wireless-g-range-expander-2035
9,10,linksys,http://linksysbycisco.com/us/en/products/WRE54G
9,11,linksys,https://www.insider.com/amsterdam-red-light-district-things-that-surprised-me-2022-1
9,12,linksys,https://www.scirp.org/(S(czeh2tfqyw2orz553k1w0r45))/reference/ReferencesPapers.aspx?ReferenceID=1892616
9,13,linksys,https://www.netherlands-tourism.com/lelystad/
9,14,linksys,https://www.mappingeurope.com/holland/leiden-map-guide.html
10,0,sony corporation,https://www.amazon.com/Sony-VGP-AMC2-Neoprene-Carrying-Notebooks/dp/B0002B0QN8
10,1,sony,https://www.newegg.com/sony-vaio-model-vgp-amc2-shoulder-carrying-case/p/N82E16834999329R
10,2,sony corporation,https://www.ebay.com/itm/274486731663
10,3,sony corporation,https://www.buydig.com/shop/product/SNVGPAMC2/Sony-VAIO-VGP-AMC2-Neoprene-17-Notebook-and-AC-Adapter-Cases
10,4,sony corporation,https://www.tigerdirect.com/applications/SearchTools/item-details.asp?EdpNo=3566342
10,5,sony corporation,https://www.amazon.com/cover-sony-vaio-laptop/s?k=cover+for+sony+vaio+laptop
10,6,sony corporation,https://www.bestbuy.com/site/searchpage.jsp?id=pcat17071&st=AC+Power+Adapter+Charger+For+Sony+Vaio+Laptop%2FNotebook+Computers+19.5V
10,7,sony,https://www.buydig.com/shop/product/SNVGPAMC8/Sony-VAIO-VGPAMC8-Neoprene-184-Notebook-and-AC-Adapter-Cases
10,8,sony corporation,https://www.tigerdirect.com/applications/SearchTools/item-details.asp?EdpNo=3566343
10,9,sony,https://www.ebay.com/b/Sony-Laptop-Cases-and-Bags/31519/bn_632412
10,10,sony corporation,https://www.sony.com/electronics/support/res/manuals/W000/W0004436M.pdf
10,11,sony,https://www.tripadvisor.com/ShowTopic-g188590-i60-k789485-Electrical_outlets-Amsterdam_North_Holland_Province.html
10,12,sony,https://www.tripadvisor.com/ShowTopic-g188590-i60-k2719642-Electrical_Adapter_Class_1_vs_Class_2_Electronics-Amsterdam_North_Holland_Province.html
11,0,d-link,https://dlink.by/mn/products/3/382.html
11,1,d-link,http://legacyfiles.us.dlink.com/DCM-202/REVA/DCM-202_MANUAL_1.10_EN.PDF
11,2,d-link,https://www.ebay.com/itm/264736607849
11,3,d-link,https://eu.dlink.com/lv/lv/products/dcm-202-broadband-cable-modem
11,4,d-link,https://www.ebay.com/itm/166067716083
11,5,d-link,https://www.walmart.com/c/brand/d-link-cables-connectors
11,6,d-link,https://www.amazon.com/NETGEAR-Router-DOCSIS-Built-CBR750/dp/B08GW3H9BK
11,7,d-link,https://dlink.ru/tr/products/11/382_o.html
11,8,tp-link,https://www.amazon.com/TP-Link-TC7650-Download-1000Mbps-Certified/dp/B06Y4TG6KN
11,9,d-link,http://legacyfiles.us.dlink.com/DIR-855/REVA/DIR-855_DATASHEET_2.00_EN.PDF
12,0,sony corporation,https://www.amazon.com/Sony-Neoprene-Notebook-Adapter-VGP-AMC3/product-reviews/B0002OQXA0
12,1,sony,https://www.newegg.com/black-sony-vaio-model-vgp-amc3-sleeve/p/N82E16834996737
12,2,sony,https://www.ebay.com/itm/272363665522
12,3,sony,https://icecat.biz/p/sony/vgpamc3/notebook+cases-vgpamc3-2262228.html
12,4,sony,https://www.amazon.in/Sony-Neoprene-Notebook-Adapter-VGP-AMC3/dp/B0002OQXA0
12,5,sony,http://salestores.com/sonyvg57.html
12,6,sony,https://www.amazon.com/Sony-VGP-AMC2-Neoprene-Carrying-Notebooks/dp/B0002B0QN8
12,7,sony,https://www.tigerdirect.com/applications/SearchTools/item-details.asp?EdpNo=3566342
12,8,sony,https://www.buydig.com/shop/product/SNVGPAMC8/Sony-VAIO-VGPAMC8-Neoprene-184-Notebook-and-AC-Adapter-Cases
12,9,sony,https://www.buydig.com/shop/product/SNVGPAMC5/Sony-VAIO-VGPAMC5-Neoprene-141-Notebook-and-AC-Adapter-Cases
12,10,sony,https://www.amazon.in/Sony-Neoprene-Notebook-Adapter-VGP-AMC3/product-reviews/B0002OQXA0
12,11,sony,https://www.gammaelectronics.xyz/Sony_items_new/Sony-VAIO-Neoprene-Notebook-and-AC-Adapter-Case--VGP-AMC3_481.html
12,12,sony,https://www.shoplet.com/Sony-Notebook-and-AC-Adapter-Cases-Clamshell15-Neoprene-VGP-AMC3/2E22095/spdv
12,13,sony,https://www.sony.com/electronics/support/res/manuals/W000/W0008563M.pdf
12,14,sony,https://www.sony.com/electronics/support/res/manuals/W000/W0004692M.pdf
12,15,sony,https://www.tripadvisor.com/ShowTopic-g188590-i60-k11465892-Shipping_items_fro_Amsterdam_to_the_US-Amsterdam_North_Holland_Province.html
12,16,sony,https://www.scirp.org/(S(czeh2tfqyw2orz553k1w0r45))/reference/ReferencesPapers.aspx?ReferenceID=1892616
12,17,sony,https://www.tripadvisor.com/ShowTopic-g188590-i60-k789485-Electrical_outlets-Amsterdam_North_Holland_Province.html
12,18,sony,https://www.mappingeurope.com/holland/leiden-map-guide.html
13,0,panasonic,https://www.amazon.com/Panasonic-KX-FA83-FLM651-Cartridge-Packaging/dp/B00009960M
13,1,panasonic,https://www.amazon.com/panasonic-kx-fa83-toner/s?k=panasonic+kx-fa83+toner
13,2,panasonic,https://www.officedepot.com/a/products/442918/Panasonic-KX-FA83-Black-Fax-Toner/
13,3,panasonic,https://www.ldproducts.com/oem-panasonic-kx-fa83-black-toner-cartridge
13,4,panasonic,https://www.ldproducts.com/compatible-panasonic-kx-fa83-black-toner-cartridge
13,5,panasonic,https://tonsoftoner.com/machines/panasonic/kx-fl612/kx-fa83-panasonic
13,6,panasonic,https://www.inktechnologies.com/kx-fa83-toner-cartridge-panasonic-genuine-oem
13,7,panasonic,https://www.123inkjets.com/oem-panasonic-kx-fa83-black-toner-cartridge
13,8,panasonic,https://www.cambridge.org/core/journals/journal-of-linguistics/article/abs/graham-mallinson-and-barry-j-blake-language-typology-crosslinguistic-studies-in-syntax-northholland-linguistic-series-amsterdam-northholland-1981-pp-xvii486/0964E4F91270F1C5F38D3CBE4CD1DAA2
13,9,panasonic corporation,https://www.staples.com/Panasonic-KX-FA83-Toner-Cartridge/product_509065
13,10,panasonic,https://www.sothebysrealty.com/eng/sales/detail/180-l-83714-nrdq26/gustav-mahlerplein-213-amsterdam-nh-1082ms
13,11,panasonic,https://www.123inkjets.com/compatible-panasonic-kx-fa83-black-toner-cartridge
13,12,panasonic,https://www.4inkjets.com/oem-panasonic-kx-fa83-black-toner-cartridge
13,13,panasonic,https://www.inkcartridges.com/oem-panasonic-kx-fa83-black-toner-cartridge
13,14,panasonic,https://www.accuweather.com/en/nl/amsterdam/249758/november-weather/249758
13,15,panasonic,https://www.hilton.com/en/hotels/amshxhx-hampton-amsterdam-centre-east/
14,0,logitech,https://www.amazon.com/Logitech-Z-2300-THX-Certified-Speaker-Subwoofer/dp/B0002SQ2P2
14,1,logitech,https://www.bestbuy.com/site/reviews/logitech-z-2300-2-1-computer-speaker-system-3-piece/8494328
14,2,logitech,https://www.amazon.com/Logitech-Z-2300-Z2300-Speaker-Subwoofer/dp/B00031S4KO
14,3,logitech,https://support.logi.com/hc/en-us/articles/360024328433--Getting-Started-Z-2300-2-1-Speaker-System
14,4,logitech,https://www.cnet.com/reviews/logitech-z-2300-review/
14,5,logitech,https://www.newegg.com/logitech-z-2300/p/N82E16836121122
14,6,logitech,https://www.manualslib.com/products/Logitech-970118-0403-Z-2300-2-1-Ch-Pc-Multimedia-Speaker-Sys-121615.html
14,7,logitech,https://www.manualslib.com/manual/387566/Logitech-966194-Z-2300-Pc-Speakers.html
14,8,logitech,https://icecat.biz/p/logitech/970118-0403/speaker+sets-z-2300-1000642.html
14,9,logitech,https://www.allstarshop.com/shop/Logitech-970118-0403_328_9996.html
14,10,logitech,https://www.bestbuy.com/site/reviews/logitech-z-2300-2-1-computer-speaker-system-3-piece/8494328?page=2
14,11,logitech,https://computerspeakere.com/logitech-9701180403-z2300-computer-speakers
14,12,logitech,https://meaningfulmovies.org/wp-content/uploads/2015/12/Logitech-Z-2300-Specs.pdf
14,13,logitech,http://salestores.com/lo97z23pcmus.html
14,14,logitech,https://www.webcamtaxi.com/en/amsterdam-live-webcams.html
14,15,logitech,https://www.linkedin.com/jobs/software-tester-jobs-amsterdam
14,16,logitech,https://www.linkedin.com/jobs/audit-manager-jobs-amsterdam
15,0,sony corporation,https://www.bestbuy.com/site/reviews/sony-high-definition-minidv-digital-video-cassettes-2-pack/7284609
15,1,sony,https://www.amazon.com/Sony-DVM63-DVC-Mini-Tape/dp/B000I5YZL2
15,2,sony corporation,https://www.amazon.com/Sony-DVM60-Premium-Pack-10/dp/B0007A57K6
15,3,sony corporation,https://www.bestbuy.com/site/questions/sony-high-definition-minidv-digital-video-cassettes-2-pack/7284609
15,4,sony corporation,https://www.ebay.com/b/Sony-Dvc/67339/bn_7023231314
15,5,panasonic,https://www.target.com/s/sony+mini+dv+camcorder
15,6,sony corporation,https://www.ebay.com/b/Sony-MiniDV-Camcorders/11724/bn_1889159
15,7,sony corporation,https://www.bizrate.com/audio-video-media/sony-high-definition-minidv-videocassette/
15,8,sony,https://www.callawayhenderson.com/eng/sales/amsterdam-nh-nld
15,9,sony corporation,https://www.webcamtaxi.com/en/amsterdam-live-webcams.html
15,10,sony corporation,https://www.sohohouse.com/en-us/houses/soho-house-amsterdam
15,11,sony corporation,https://www.christiesrealestate.com/sales/amsterdam-nh-nld/apartments-flats-type
16,0,netgear,https://www.downloads.netgear.com/files/wg102_install_guide.pdf
16,1,netgear,https://www.bestbuy.com/site/netgear-prosafe-wireless-g-wireless-access-point/8891924.p?id=1212192931599
16,2,netgear,https://www.manualslib.com/manual/299036/Netgear-Wg102.html
16,3,netgear,https://www.amazon.com/NETGEAR-WG102NA-Discontinued-by-Manufacturer/dp/B0006OCZK8
16,4,netgear,https://www.netgear.com/support/product/wgl102
16,5,netgear,https://www.amazon.com/Netgear-WGL102-ProSafe-802-11g-Wireless/dp/B000S01XDA
16,6,netgear,https://www.youtube.com/watch?v=67giVR7RfGA
16,7,netgear,https://www.downloads.netgear.com/files/wg102_ref_manual_5_0_0.pdf?cid=wm
16,8,netgear,https://icecat.biz/p/netgear/wg102na/wireless+access+points-prosafe+802.11g+wireless+access+point-990295.html
16,9,netgear,https://www.walmart.com/ip/Netgear-WG102-ProSafe-802.11g-Wireless-Access-Point/13259115
16,10,netgear,https://pdf.directindustry.com/pdf/netgear/prosafe-80211g-wireless-access-point-wg102/55281-217291.html
16,11,netgear,https://www.accuweather.com/en/nl/amsterdam/249758/hourly-weather-forecast/249758
16,12,netgear,https://www.accuweather.com/en/nl/amsterdam/249758/weather-forecast/249758
16,13,netgear,https://www.wunderground.com/weather/nl/amsterdam
16,14,netgear,https://www.tripadvisor.com/ShowTopic-g188590-i60-k14293266-Keukenhof_Tulip_RAI_or_Schiphol_Boarding_Point_from_Jordaan-Amsterdam_North_Holland_Province.html
17,0,netgear,https://www.netgear.com/support/product/wpn802v1
17,1,netgear,https://www.netgear.com/support/product/wpn802v2
17,2,netgear,https://www.amazon.com/NETGEAR-WPN802-RangeMax-Wireless-Access/dp/B0009W8M8Q
17,3,netgear,https://www.newegg.com/netgear-wpn802/p/N82E16833150022
17,4,netgear,https://kb.netgear.com/971/WPN802-RANGEMAX-Access-Point-Questions
17,5,netgear,https://www.bestbuy.com/site/netgear-rangemax-wireless-access-point/7444214.p
17,6,netgear,https://kb.netgear.com/215/Configuring-wireless-repeating-with-a-WPN802-access-point
17,7,netgear,https://www.downloads.netgear.com/files/GDC/WPN802V1/Setup%20Manual.pdf
17,8,netgear,https://www.amazon.com/NETGEAR-WPN802-RangeMax-Wireless-Access/product-reviews/B0009W8M8Q
17,9,netgear,https://www.walmart.com/ip/Netgear-RangeMax-WPN802-802-11g-Wireless-Access-Point/13259116
17,10,netgear,https://www.manualslib.com/manual/110543/Netgear-Rangemax-Wpn802.html
17,11,netgear,https://www.downloads.netgear.com/files/GDC/WPN802V2/wpn_802_ref_manual.pdf
17,12,netgear,https://www.newegg.com/p/1EC-0005-002E5
17,13,netgear,https://www.tigerdirect.com/applications/SearchTools/item-details.asp?EdpNo=1482705
17,14,netgear,https://www.tripadvisor.com/ShowTopic-g188590-i60-k11852584-Best_adult_clubs_where_entry_is_restricted_for_naked_ppl-Amsterdam_North_Holland_Province.html
17,15,netgear,https://www.scirp.org/(S(czeh2tfqyw2orz553k1w0r45))/reference/ReferencesPapers.aspx?ReferenceID=1892616
17,16,netgear,https://www.angloinfo.com/south-holland/directory/south-holland-windows-shutters-glazing-475
17,17,netgear,https://www.angloinfo.com/south-holland/directory/south-holland-accountants-auditors-tax-advisors-360
18,0,netgear,https://www.netgear.com/support/product/fs726tp
18,1,netgear,https://www.amazon.com/Netgear-FS726TPNA-ProSafe-Switch-Gigabit/dp/B000A3SJ2I
18,2,netgear,https://www.amazon.com/Netgear-FS726TP-ProSafe-Switch-Gigabit/dp/B0009WRU8O
